result_id,compound_id,experiment_type,result_value,unit,result_date,technician,pass_fail
LAB-00245,CMP-0124,Pharmacokinetic (PK) Study,20.1,hours (t1/2),2024-07-15,Michele Hill,Pass
LAB-00246,CMP-0069,hERG Cardiotoxicity Screen,62.4,% inhibition at 10uM,2026-01-02,Madison Martinez,Fail
LAB-00247,CMP-0092,hERG Cardiotoxicity Screen,19.2,% inhibition at 10uM,2022-11-01,Kirk Thompson,Fail
LAB-00248,CMP-0080,Solubility Assay,1.89,mg/mL,2026-03-11,Hannah Martin,Pass
LAB-00249,CMP-0073,Solubility Assay,1.2,mg/mL,2026-04-15,Melissa Mitchell,Pass
LAB-00250,CMP-0087,Pharmacokinetic (PK) Study,18.76,hours (t1/2),2024-04-04,Kenneth Hanna,Fail
LAB-00251,CMP-0149,hERG Cardiotoxicity Screen,66.2,% inhibition at 10uM,2026-02-20,Megan Adams,Pass
LAB-00252,CMP-0140,Binding Affinity (SPR),1.45,nM (Kd),2024-05-07,Richard Saunders,Pass
LAB-00253,CMP-0150,Cell Viability Assay,61.3,% viability,2022-09-30,Maria Burke,Pass
LAB-00254,CMP-0052,Enzymatic Inhibition Assay,12.31,nM (IC50),2022-09-30,Robert Torres,Fail
LAB-00255,CMP-0022,Cell Viability Assay,7.8,% viability,2026-07-30,Jessica Bennett,Fail
LAB-00256,CMP-0047,Binding Affinity (SPR),0.13,nM (Kd),2024-02-09,John Byrd,Pass
LAB-00257,CMP-0079,Selectivity Panel,33.8,% selectivity,2026-01-03,Brian Hunt,Fail
LAB-00258,CMP-0032,Solubility Assay,0.46,mg/mL,2025-05-12,Jacqueline Holland,Pass
LAB-00259,CMP-0091,Metabolic Stability (Microsomal),48.4,min (t1/2),2025-02-23,Brian Brown,Pass
LAB-00260,CMP-0029,Selectivity Panel,74.2,% selectivity,2026-08-31,Shannon Green,Fail
LAB-00261,CMP-0002,Metabolic Stability (Microsomal),117.4,min (t1/2),2025-07-22,Elizabeth Hernandez,Fail
LAB-00262,CMP-0084,Cell Viability Assay,74.1,% viability,2025-10-09,Renee Lang,Fail
LAB-00263,CMP-0148,Solubility Assay,0.95,mg/mL,2025-02-10,Melanie Griffith,Pass
LAB-00264,CMP-0076,Pharmacokinetic (PK) Study,16.21,hours (t1/2),2025-05-01,Deanna Barnes MD,Pass
LAB-00265,CMP-0110,Pharmacokinetic (PK) Study,7.38,hours (t1/2),2022-11-08,Laura Lee,Pass
LAB-00266,CMP-0072,Pharmacokinetic (PK) Study,23.56,hours (t1/2),2025-08-13,Joseph Glover,Fail
LAB-00267,CMP-0022,Enzymatic Inhibition Assay,0.57,nM (IC50),2026-05-03,Katie Bruce,Pass
LAB-00268,CMP-0096,Pharmacokinetic (PK) Study,23.53,hours (t1/2),2026-01-27,Catherine Davis,Pass
LAB-00269,CMP-0012,Binding Affinity (SPR),0.3,nM (Kd),2023-03-23,Robert Hines,Pass
LAB-00270,CMP-0047,Pharmacokinetic (PK) Study,21.51,hours (t1/2),2023-06-12,Gabriela Davis,Pass
LAB-00271,CMP-0075,Selectivity Panel,32.3,% selectivity,2024-02-18,Elizabeth French,Pass
LAB-00272,CMP-0116,Cell Viability Assay,93.7,% viability,2024-01-14,Edward York,Pass
LAB-00273,CMP-0118,Pharmacokinetic (PK) Study,6.04,hours (t1/2),2024-08-04,Lauren Blackburn,Pass
LAB-00274,CMP-0040,Metabolic Stability (Microsomal),171.5,min (t1/2),2022-12-30,Kathryn Dillon,Pass
LAB-00275,CMP-0019,Metabolic Stability (Microsomal),72.1,min (t1/2),2024-03-28,Anthony Dickerson,Pass
LAB-00276,CMP-0027,Pharmacokinetic (PK) Study,15.82,hours (t1/2),2023-04-06,Jason Hudson,Pass
LAB-00277,CMP-0138,Cell Viability Assay,17.8,% viability,2026-05-03,Eugene Baldwin,Pass
LAB-00278,CMP-0075,hERG Cardiotoxicity Screen,40.9,% inhibition at 10uM,2025-10-29,Mr. Christopher Walters,Pass
LAB-00279,CMP-0019,Enzymatic Inhibition Assay,2.97,nM (IC50),2022-09-24,Philip Jackson,Pass
LAB-00280,CMP-0089,hERG Cardiotoxicity Screen,39.8,% inhibition at 10uM,2025-10-08,Phillip Miller DDS,Fail
LAB-00281,CMP-0031,Binding Affinity (SPR),0.17,nM (Kd),2025-03-30,Vincent Reyes,Pass
LAB-00282,CMP-0114,hERG Cardiotoxicity Screen,40.1,% inhibition at 10uM,2022-11-12,Jake Smith,Pass
LAB-00283,CMP-0003,Binding Affinity (SPR),3.93,nM (Kd),2024-01-01,Cheryl Rhodes,Pass
LAB-00284,CMP-0081,Cell Viability Assay,51.2,% viability,2025-03-20,Michael Cooper,Pass
LAB-00285,CMP-0048,Cell Viability Assay,54.2,% viability,2023-03-25,Kevin Jackson,Pass
LAB-00286,CMP-0142,Enzymatic Inhibition Assay,1.44,nM (IC50),2026-01-02,Earl Luna,Pass
LAB-00287,CMP-0017,Solubility Assay,1.13,mg/mL,2025-02-04,Stephen Cowan,Fail
LAB-00288,CMP-0022,Metabolic Stability (Microsomal),84.9,min (t1/2),2024-01-31,Heather Lopez,Pass
LAB-00289,CMP-0040,Pharmacokinetic (PK) Study,23.85,hours (t1/2),2026-07-03,Jennifer Perez,Pass
LAB-00290,CMP-0006,Cell Viability Assay,48.0,% viability,2025-08-14,Nicholas Lawrence,Fail
LAB-00291,CMP-0020,Cell Viability Assay,62.2,% viability,2023-05-22,Matthew Johnson,Fail
LAB-00292,CMP-0015,Binding Affinity (SPR),4.08,nM (Kd),2026-03-20,Joseph Williams,Fail
LAB-00293,CMP-0119,Enzymatic Inhibition Assay,6.02,nM (IC50),2026-09-09,Martha Smith,Pass
LAB-00294,CMP-0077,Metabolic Stability (Microsomal),147.9,min (t1/2),2025-06-21,James Kelley,Pass
LAB-00295,CMP-0059,Metabolic Stability (Microsomal),171.6,min (t1/2),2024-08-10,Michael Mccoy,Pass
LAB-00296,CMP-0052,Metabolic Stability (Microsomal),10.0,min (t1/2),2023-12-01,Mary Nelson,Fail
LAB-00297,CMP-0032,Pharmacokinetic (PK) Study,15.66,hours (t1/2),2025-02-18,Ronald Garcia,Pass
LAB-00298,CMP-0093,hERG Cardiotoxicity Screen,10.4,% inhibition at 10uM,2025-08-02,Brian Rodriguez,Fail
LAB-00299,CMP-0069,Binding Affinity (SPR),2.81,nM (Kd),2023-07-05,Dennis Mills,Pass
LAB-00300,CMP-0114,Pharmacokinetic (PK) Study,2.9,hours (t1/2),2023-07-09,Elizabeth Williams,Pass
LAB-00301,CMP-0136,Metabolic Stability (Microsomal),32.8,min (t1/2),2024-09-11,Timothy Rivera,Pass
LAB-00302,CMP-0083,Cell Viability Assay,18.5,% viability,2022-09-21,Susan Conley,Pass
LAB-00303,CMP-0073,Metabolic Stability (Microsomal),118.1,min (t1/2),2025-05-21,Brandon Hunt,Pass
LAB-00304,CMP-0081,Binding Affinity (SPR),9.28,nM (Kd),2025-08-09,David Hall,Fail
LAB-00305,CMP-0048,Cell Viability Assay,80.9,% viability,2026-08-31,John Garcia,Pass
LAB-00306,CMP-0075,Cell Viability Assay,13.7,% viability,2023-05-31,Dylan Solis,Pass
LAB-00307,CMP-0089,Enzymatic Inhibition Assay,3.13,nM (IC50),2023-12-18,Anna Chang,Pass
LAB-00308,CMP-0037,Pharmacokinetic (PK) Study,13.73,hours (t1/2),2022-11-23,Mary Jackson,Fail
LAB-00309,CMP-0032,Pharmacokinetic (PK) Study,4.67,hours (t1/2),2024-02-21,Marco Johns,Pass
LAB-00310,CMP-0040,Pharmacokinetic (PK) Study,10.78,hours (t1/2),2023-01-31,Catherine Morales,Pass
LAB-00311,CMP-0011,Solubility Assay,0.31,mg/mL,2026-07-23,James Jefferson,Pass
LAB-00312,CMP-0053,hERG Cardiotoxicity Screen,91.9,% inhibition at 10uM,2025-11-28,Rebecca Wilson,Fail
LAB-00313,CMP-0096,Pharmacokinetic (PK) Study,1.39,hours (t1/2),2025-06-30,Tommy Moore,Pass
LAB-00314,CMP-0015,hERG Cardiotoxicity Screen,68.3,% inhibition at 10uM,2024-05-17,Rebekah Gregory,Pass
LAB-00315,CMP-0016,Cell Viability Assay,8.3,% viability,2023-06-09,Ian Johnson,Pass
LAB-00316,CMP-0006,Enzymatic Inhibition Assay,7.84,nM (IC50),2025-06-13,Valerie Anderson,Pass
LAB-00317,CMP-0050,Metabolic Stability (Microsomal),131.4,min (t1/2),2026-05-23,Jason Williams,Pass
LAB-00318,CMP-0137,Cell Viability Assay,62.5,% viability,2023-10-04,Michael Gregory,Pass
LAB-00319,CMP-0055,Cell Viability Assay,41.6,% viability,2025-10-12,Krystal Levine,Pass
LAB-00320,CMP-0055,Solubility Assay,0.46,mg/mL,2025-05-22,Joseph Haynes,Fail
LAB-00321,CMP-0106,Pharmacokinetic (PK) Study,23.15,hours (t1/2),2023-02-04,Danielle Reed,Pass
LAB-00322,CMP-0141,hERG Cardiotoxicity Screen,7.3,% inhibition at 10uM,2025-06-01,Ryan Grant,Pass
LAB-00323,CMP-0049,Cell Viability Assay,10.5,% viability,2026-08-30,Mason Moore,Pass
LAB-00324,CMP-0098,Enzymatic Inhibition Assay,2.91,nM (IC50),2026-02-08,Sheila Jones,Fail
LAB-00325,CMP-0132,Enzymatic Inhibition Assay,1.49,nM (IC50),2024-09-04,Wayne Williams,Pass
LAB-00326,CMP-0145,Selectivity Panel,26.9,% selectivity,2023-08-09,Jennifer Young,Pass
LAB-00327,CMP-0080,Pharmacokinetic (PK) Study,18.32,hours (t1/2),2024-07-19,Joan Gates,Fail
LAB-00328,CMP-0040,Enzymatic Inhibition Assay,15.2,nM (IC50),2024-07-01,Jonathan Valdez,Pass
LAB-00329,CMP-0019,Metabolic Stability (Microsomal),100.7,min (t1/2),2023-02-14,Justin Smith,Pass
LAB-00330,CMP-0142,Binding Affinity (SPR),2.23,nM (Kd),2023-01-28,Lisa Torres,Pass
LAB-00331,CMP-0101,Solubility Assay,1.67,mg/mL,2024-09-29,Michael Clements,Pass
LAB-00332,CMP-0102,Cell Viability Assay,47.0,% viability,2024-03-01,Daniel Gibson,Pass
LAB-00333,CMP-0098,Cell Viability Assay,65.9,% viability,2024-12-13,Kara Sandoval,Pass
LAB-00334,CMP-0052,Enzymatic Inhibition Assay,3.9,nM (IC50),2025-07-29,Peter Walker,Fail
LAB-00335,CMP-0047,Enzymatic Inhibition Assay,18.02,nM (IC50),2024-01-29,Tracey Carter,Pass
LAB-00336,CMP-0077,Cell Viability Assay,62.4,% viability,2024-10-19,Amber Martin,Pass
LAB-00337,CMP-0134,hERG Cardiotoxicity Screen,67.6,% inhibition at 10uM,2023-04-11,Mikayla Rodriguez,Pass
LAB-00338,CMP-0011,hERG Cardiotoxicity Screen,22.8,% inhibition at 10uM,2025-02-25,Timothy Long,Pass
LAB-00339,CMP-0004,Selectivity Panel,98.5,% selectivity,2024-07-16,Michelle Rodriguez,Fail
LAB-00340,CMP-0027,Binding Affinity (SPR),1.63,nM (Kd),2024-05-15,Sara Chapman,Pass
LAB-00341,CMP-0142,hERG Cardiotoxicity Screen,32.5,% inhibition at 10uM,2025-10-19,Matthew Blanchard,Pass
LAB-00342,CMP-0022,Binding Affinity (SPR),1.78,nM (Kd),2023-04-02,Mr. Anthony Mcconnell PhD,Pass
LAB-00343,CMP-0137,Selectivity Panel,53.8,% selectivity,2024-08-23,Tammy Thompson,Pass
LAB-00344,CMP-0015,Binding Affinity (SPR),18.31,nM (Kd),2025-01-09,Betty Hughes,Pass
LAB-00345,CMP-0141,Binding Affinity (SPR),1.42,nM (Kd),2025-02-10,Kathy Cruz,Fail
LAB-00346,CMP-0052,Metabolic Stability (Microsomal),132.7,min (t1/2),2026-08-18,Pamela Hill,Fail
LAB-00347,CMP-0018,Solubility Assay,0.66,mg/mL,2026-07-25,Jodi Anderson,Pass
LAB-00348,CMP-0008,Enzymatic Inhibition Assay,7.5,nM (IC50),2024-05-12,Nicole Evans,Pass
LAB-00349,CMP-0048,Enzymatic Inhibition Assay,0.45,nM (IC50),2025-07-08,Michelle Walls,Pass
LAB-00350,CMP-0072,Metabolic Stability (Microsomal),53.0,min (t1/2),2025-03-29,Marcus Roberts,Pass
LAB-00351,CMP-0091,hERG Cardiotoxicity Screen,76.5,% inhibition at 10uM,2024-02-04,Vicki Santos,Fail
LAB-00352,CMP-0112,Binding Affinity (SPR),3.54,nM (Kd),2026-07-18,Melissa Morris,Pass
LAB-00353,CMP-0146,Enzymatic Inhibition Assay,2.54,nM (IC50),2023-03-05,John Duncan,Pass
LAB-00354,CMP-0123,Pharmacokinetic (PK) Study,7.14,hours (t1/2),2025-05-19,Paul Skinner,Pass
LAB-00355,CMP-0031,Cell Viability Assay,24.6,% viability,2023-11-09,Rhonda Mills,Fail
LAB-00356,CMP-0027,Binding Affinity (SPR),1.07,nM (Kd),2022-10-24,Michael Gonzalez,Pass
LAB-00357,CMP-0118,Metabolic Stability (Microsomal),17.2,min (t1/2),2025-09-17,Dustin King,Pass
LAB-00358,CMP-0142,Solubility Assay,0.88,mg/mL,2026-01-25,Elizabeth Molina,Pass
LAB-00359,CMP-0016,Cell Viability Assay,51.2,% viability,2022-11-04,Ashley Parrish,Pass
LAB-00360,CMP-0060,Pharmacokinetic (PK) Study,17.14,hours (t1/2),2025-09-01,Natalie Hoffman,Pass
LAB-00361,CMP-0079,Metabolic Stability (Microsomal),39.3,min (t1/2),2023-08-30,Rebecca Roberts,Fail
LAB-00362,CMP-0020,Enzymatic Inhibition Assay,1.6,nM (IC50),2025-05-15,Jasmine Frye,Pass
LAB-00363,CMP-0026,Pharmacokinetic (PK) Study,11.67,hours (t1/2),2026-08-12,Juan Smith,Pass
LAB-00364,CMP-0121,hERG Cardiotoxicity Screen,90.2,% inhibition at 10uM,2023-09-19,Priscilla Berg,Pass
LAB-00365,CMP-0034,Metabolic Stability (Microsomal),134.6,min (t1/2),2026-01-11,Michele Holland,Pass
LAB-00366,CMP-0137,Solubility Assay,4.62,mg/mL,2025-09-24,Lindsey Parsons,Pass
LAB-00367,CMP-0044,hERG Cardiotoxicity Screen,29.7,% inhibition at 10uM,2026-07-26,Christopher Fleming,Pass
LAB-00368,CMP-0097,Binding Affinity (SPR),1.92,nM (Kd),2023-06-17,Jose Bennett,Fail
LAB-00369,CMP-0051,Cell Viability Assay,57.0,% viability,2024-06-04,Beverly Silva,Fail
LAB-00370,CMP-0129,Pharmacokinetic (PK) Study,20.86,hours (t1/2),2023-09-25,Michael Moore,Pass
LAB-00371,CMP-0022,Solubility Assay,4.2,mg/mL,2023-04-30,Anthony Randolph,Pass
LAB-00372,CMP-0072,Solubility Assay,0.82,mg/mL,2025-03-04,Katherine Armstrong,Pass
LAB-00373,CMP-0030,Binding Affinity (SPR),1.27,nM (Kd),2024-02-22,Emily Robinson,Pass
LAB-00374,CMP-0113,Selectivity Panel,62.6,% selectivity,2023-06-13,Jonathan Perry,Pass
LAB-00375,CMP-0050,Cell Viability Assay,47.7,% viability,2024-11-10,Daniel Lewis,Fail
LAB-00376,CMP-0015,hERG Cardiotoxicity Screen,9.8,% inhibition at 10uM,2024-01-15,Daniel Goodwin,Pass
LAB-00377,CMP-0029,Enzymatic Inhibition Assay,27.93,nM (IC50),2024-10-31,Samantha Zavala MD,Fail
LAB-00378,CMP-0030,Solubility Assay,2.21,mg/mL,2025-05-21,Tanner Austin,Fail
LAB-00379,CMP-0123,Binding Affinity (SPR),1.08,nM (Kd),2025-03-12,Melanie Flores,Pass
LAB-00380,CMP-0031,Metabolic Stability (Microsomal),116.9,min (t1/2),2026-05-17,Janice Fernandez,Pass
LAB-00381,CMP-0049,hERG Cardiotoxicity Screen,16.3,% inhibition at 10uM,2023-11-04,Samantha Brooks,Pass
LAB-00382,CMP-0052,Pharmacokinetic (PK) Study,6.57,hours (t1/2),2025-12-03,Andrew Villanueva,Fail
LAB-00383,CMP-0104,Metabolic Stability (Microsomal),118.2,min (t1/2),2023-06-26,Tiffany Jackson,Pass
LAB-00384,CMP-0133,Binding Affinity (SPR),1.43,nM (Kd),2026-07-15,Adrienne Jones,Fail
LAB-00385,CMP-0046,Cell Viability Assay,87.2,% viability,2025-05-23,Sharon Coleman,Pass
LAB-00386,CMP-0132,Pharmacokinetic (PK) Study,12.42,hours (t1/2),2023-02-16,Michele Cherry,Fail
LAB-00387,CMP-0052,Enzymatic Inhibition Assay,0.52,nM (IC50),2025-10-23,Teresa Burgess,Pass
LAB-00388,CMP-0102,Binding Affinity (SPR),3.28,nM (Kd),2023-04-30,Gary Miller,Fail
LAB-00389,CMP-0010,Metabolic Stability (Microsomal),179.7,min (t1/2),2022-12-06,Kristin Andrews,Pass
LAB-00390,CMP-0083,Cell Viability Assay,93.9,% viability,2023-08-16,James Mccoy,Pass
LAB-00391,CMP-0021,hERG Cardiotoxicity Screen,92.7,% inhibition at 10uM,2024-06-11,Michael Nichols,Pass
LAB-00392,CMP-0150,Cell Viability Assay,84.5,% viability,2025-04-11,Nicole Richards,Fail
LAB-00393,CMP-0136,Cell Viability Assay,28.1,% viability,2025-07-07,Timothy Rodriguez,Fail
LAB-00394,CMP-0088,Selectivity Panel,15.0,% selectivity,2025-11-09,Brandon Hubbard,Pass
LAB-00395,CMP-0052,Cell Viability Assay,25.0,% viability,2024-06-18,Matthew Wells,Pass
LAB-00396,CMP-0068,Solubility Assay,5.33,mg/mL,2024-11-04,James Salinas,Fail
LAB-00397,CMP-0069,Selectivity Panel,89.4,% selectivity,2024-11-22,Brianna Byrd,Fail
LAB-00398,CMP-0052,Metabolic Stability (Microsomal),64.4,min (t1/2),2026-05-14,Monica Brooks,Pass
LAB-00399,CMP-0056,Metabolic Stability (Microsomal),148.1,min (t1/2),2026-07-05,Kristen Martinez,Pass
LAB-00400,CMP-0003,Metabolic Stability (Microsomal),50.6,min (t1/2),2022-09-25,Kimberly Arroyo,Pass
LAB-00401,CMP-0126,Pharmacokinetic (PK) Study,11.92,hours (t1/2),2023-12-06,Stephanie Cooper,Pass
LAB-00402,CMP-0126,Pharmacokinetic (PK) Study,15.54,hours (t1/2),2024-05-12,Kayla Martin,Pass
LAB-00403,CMP-0137,Selectivity Panel,79.4,% selectivity,2023-08-06,Cheyenne White,Pass
LAB-00404,CMP-0060,Enzymatic Inhibition Assay,17.88,nM (IC50),2025-11-28,Sarah Randolph,Pass
LAB-00405,CMP-0010,Binding Affinity (SPR),4.1,nM (Kd),2026-09-08,Joshua Roberts,Pass
LAB-00406,CMP-0041,Selectivity Panel,83.3,% selectivity,2022-12-25,Nicholas Freeman,Pass
LAB-00407,CMP-0101,Selectivity Panel,34.8,% selectivity,2024-01-14,Matthew Garcia,Fail
LAB-00408,CMP-0041,hERG Cardiotoxicity Screen,46.7,% inhibition at 10uM,2025-03-10,Emily Hayes,Pass
LAB-00409,CMP-0001,Metabolic Stability (Microsomal),92.5,min (t1/2),2025-03-05,Kevin Cunningham,Fail
LAB-00410,CMP-0071,Binding Affinity (SPR),0.14,nM (Kd),2024-03-03,Jeffrey Smith,Pass
LAB-00411,CMP-0115,Enzymatic Inhibition Assay,15.62,nM (IC50),2023-09-12,Patrick Graham,Pass
LAB-00412,CMP-0149,Solubility Assay,0.07,mg/mL,2026-01-26,Nicholas Humphrey,Pass
LAB-00413,CMP-0133,Selectivity Panel,79.0,% selectivity,2024-07-24,Eric Arnold,Pass
LAB-00414,CMP-0043,Solubility Assay,1.68,mg/mL,2023-06-01,Sarah Trevino,Pass
LAB-00415,CMP-0141,Pharmacokinetic (PK) Study,14.15,hours (t1/2),2023-04-10,Deborah Mercado,Fail
LAB-00416,CMP-0048,Binding Affinity (SPR),7.02,nM (Kd),2023-01-07,Albert Hunter,Fail
LAB-00417,CMP-0134,hERG Cardiotoxicity Screen,81.3,% inhibition at 10uM,2022-11-02,Jennifer Lawrence,Fail
LAB-00418,CMP-0031,Selectivity Panel,47.7,% selectivity,2026-05-03,Kimberly Lutz,Pass
LAB-00419,CMP-0140,Binding Affinity (SPR),1.15,nM (Kd),2024-08-07,Holly Walker,Pass
LAB-00420,CMP-0017,Cell Viability Assay,82.2,% viability,2025-10-19,Donna Marshall,Pass
LAB-00421,CMP-0006,Binding Affinity (SPR),0.65,nM (Kd),2024-10-02,Jonathan Bates,Pass
LAB-00422,CMP-0089,Enzymatic Inhibition Assay,1.72,nM (IC50),2026-02-07,Lisa Martin,Pass
LAB-00423,CMP-0088,Binding Affinity (SPR),5.0,nM (Kd),2024-10-07,Christopher Fry,Pass
LAB-00424,CMP-0039,Metabolic Stability (Microsomal),45.3,min (t1/2),2025-05-07,Nancy Webb,Pass
LAB-00425,CMP-0068,Pharmacokinetic (PK) Study,20.54,hours (t1/2),2024-02-23,John Brown,Fail
LAB-00426,CMP-0101,Solubility Assay,12.29,mg/mL,2024-03-10,Daniel Velez,Pass
LAB-00427,CMP-0029,Solubility Assay,1.99,mg/mL,2024-02-27,Jesse Williams,Pass
LAB-00428,CMP-0074,Enzymatic Inhibition Assay,1.53,nM (IC50),2026-08-19,Michael Boyd,Pass
LAB-00429,CMP-0026,Solubility Assay,0.76,mg/mL,2026-01-11,Deborah Stephens,Pass
LAB-00430,CMP-0091,Pharmacokinetic (PK) Study,13.06,hours (t1/2),2023-05-29,Holly Valdez,Pass
LAB-00431,CMP-0146,Binding Affinity (SPR),5.37,nM (Kd),2026-01-19,Jamie Solomon,Pass
LAB-00432,CMP-0125,Selectivity Panel,73.4,% selectivity,2024-10-10,Sean Tucker,Pass
LAB-00433,CMP-0103,Pharmacokinetic (PK) Study,4.49,hours (t1/2),2024-08-21,Kathryn Taylor,Pass
LAB-00434,CMP-0107,Cell Viability Assay,37.2,% viability,2023-05-17,Mason Lewis,Fail
LAB-00435,CMP-0012,Binding Affinity (SPR),4.49,nM (Kd),2023-06-17,Mitchell Wilson,Fail
LAB-00436,CMP-0130,Selectivity Panel,18.1,% selectivity,2023-08-20,Michelle Olson,Fail
LAB-00437,CMP-0142,Binding Affinity (SPR),0.64,nM (Kd),2024-08-17,Christopher Whitaker,Pass
LAB-00438,CMP-0061,Solubility Assay,0.65,mg/mL,2022-10-20,Kenneth Martin,Pass
LAB-00439,CMP-0118,Solubility Assay,0.28,mg/mL,2025-03-25,Kenneth Brown,Fail
LAB-00440,CMP-0148,Pharmacokinetic (PK) Study,20.92,hours (t1/2),2023-09-30,Tyler Greene,Pass
LAB-00441,CMP-0149,Pharmacokinetic (PK) Study,13.71,hours (t1/2),2024-12-18,Nathan Stanley,Pass
LAB-00442,CMP-0053,Solubility Assay,15.43,mg/mL,2023-11-05,Jerry Haney,Pass
LAB-00443,CMP-0046,Solubility Assay,0.49,mg/mL,2026-03-07,Ronald Burke,Pass
LAB-00444,CMP-0076,Metabolic Stability (Microsomal),8.3,min (t1/2),2025-11-21,Catherine Keller,Pass
LAB-00445,CMP-0090,Solubility Assay,1.5,mg/mL,2023-10-09,Grace Chavez,Pass
LAB-00446,CMP-0030,Pharmacokinetic (PK) Study,19.18,hours (t1/2),2025-01-27,James Rodriguez,Pass
LAB-00447,CMP-0133,Metabolic Stability (Microsomal),37.1,min (t1/2),2023-07-10,Kathy Barnes,Pass
LAB-00448,CMP-0096,Selectivity Panel,8.1,% selectivity,2023-04-24,John Mendez,Pass
LAB-00449,CMP-0077,Pharmacokinetic (PK) Study,6.46,hours (t1/2),2022-11-13,Kathy Wilson,Pass
LAB-00450,CMP-0013,Solubility Assay,0.22,mg/mL,2024-08-22,Larry Carey,Pass
LAB-00451,CMP-0044,Pharmacokinetic (PK) Study,20.39,hours (t1/2),2026-04-19,Marie Boyd,Pass
LAB-00452,CMP-0033,hERG Cardiotoxicity Screen,84.7,% inhibition at 10uM,2024-03-11,Joseph Perez,Fail
LAB-00453,CMP-0040,Enzymatic Inhibition Assay,8.2,nM (IC50),2025-12-02,Jane Chapman,Pass
LAB-00454,CMP-0018,Metabolic Stability (Microsomal),96.1,min (t1/2),2025-09-04,Melissa Davis,Pass
LAB-00455,CMP-0003,Enzymatic Inhibition Assay,0.75,nM (IC50),2023-04-01,David Trevino,Fail
LAB-00456,CMP-0063,Solubility Assay,0.46,mg/mL,2023-11-05,Jennifer Lopez,Pass
LAB-00457,CMP-0056,Binding Affinity (SPR),3.44,nM (Kd),2025-07-19,Laura Wilson,Pass
LAB-00458,CMP-0129,Cell Viability Assay,45.5,% viability,2022-09-28,Melissa Stewart,Pass
LAB-00459,CMP-0120,Pharmacokinetic (PK) Study,15.97,hours (t1/2),2024-02-28,Matthew King,Pass
LAB-00460,CMP-0030,Cell Viability Assay,17.3,% viability,2026-02-17,Jacob Hill,Pass
LAB-00461,CMP-0092,Solubility Assay,5.0,mg/mL,2025-06-07,Jennifer Bowers,Fail
LAB-00462,CMP-0101,Cell Viability Assay,86.6,% viability,2024-08-22,Justin King,Pass
LAB-00463,CMP-0150,Solubility Assay,3.91,mg/mL,2023-12-09,Michael Fitzgerald,Pass
LAB-00464,CMP-0094,hERG Cardiotoxicity Screen,83.2,% inhibition at 10uM,2026-02-17,Nicole Griffin,Fail
LAB-00465,CMP-0008,Cell Viability Assay,26.0,% viability,2025-07-04,Daniel Morales,Pass
LAB-00466,CMP-0033,Cell Viability Assay,28.3,% viability,2024-01-25,Melissa Mann,Pass
LAB-00467,CMP-0115,Enzymatic Inhibition Assay,7.33,nM (IC50),2023-05-10,Abigail Davis,Pass
LAB-00468,CMP-0117,Metabolic Stability (Microsomal),165.7,min (t1/2),2023-04-18,Jessica Brown,Pass
LAB-00469,CMP-0110,Metabolic Stability (Microsomal),107.9,min (t1/2),2023-08-07,Andrew Cruz,Pass
LAB-00470,CMP-0003,Metabolic Stability (Microsomal),5.9,min (t1/2),2026-08-25,Kelly Dawson,Pass
LAB-00471,CMP-0066,Metabolic Stability (Microsomal),132.9,min (t1/2),2025-02-06,Samantha Bowman,Fail
LAB-00472,CMP-0017,Selectivity Panel,79.2,% selectivity,2024-06-19,Matthew Lara,Pass
LAB-00473,CMP-0096,Binding Affinity (SPR),1.03,nM (Kd),2023-11-09,Kyle Black,Fail
LAB-00474,CMP-0138,Cell Viability Assay,45.3,% viability,2023-08-22,Andrew Allen,Pass
LAB-00475,CMP-0111,Enzymatic Inhibition Assay,0.6,nM (IC50),2022-09-18,Zachary Chan,Pass
LAB-00476,CMP-0061,Solubility Assay,1.1,mg/mL,2024-02-15,Kevin Holmes,Pass
LAB-00477,CMP-0082,Cell Viability Assay,32.7,% viability,2025-08-28,Brandon Mitchell,Fail
LAB-00478,CMP-0113,Pharmacokinetic (PK) Study,21.79,hours (t1/2),2026-01-11,Hannah Richmond,Pass
LAB-00479,CMP-0081,Pharmacokinetic (PK) Study,11.44,hours (t1/2),2023-10-26,Cheyenne Spears,Pass
LAB-00480,CMP-0015,Cell Viability Assay,85.5,% viability,2025-01-04,Jason Rodriguez,Pass
LAB-00481,CMP-0048,Selectivity Panel,7.9,% selectivity,2023-01-01,Travis Pratt,Pass
LAB-00482,CMP-0064,Metabolic Stability (Microsomal),146.3,min (t1/2),2026-07-15,Robin Andrews,Pass
LAB-00483,CMP-0125,Pharmacokinetic (PK) Study,7.17,hours (t1/2),2025-06-27,Kristine Carrillo,Pass
LAB-00484,CMP-0138,Metabolic Stability (Microsomal),65.7,min (t1/2),2025-09-27,Judy Murray,Fail
LAB-00485,CMP-0085,Cell Viability Assay,94.0,% viability,2025-01-21,Brian Jones,Pass
LAB-00486,CMP-0045,Binding Affinity (SPR),3.71,nM (Kd),2025-03-31,Megan Hall MD,Pass
LAB-00487,CMP-0046,hERG Cardiotoxicity Screen,42.3,% inhibition at 10uM,2026-07-13,Alexandra Collier,Pass
LAB-00488,CMP-0051,hERG Cardiotoxicity Screen,56.1,% inhibition at 10uM,2023-09-15,Michael Nicholson,Pass
